,Country,Region,Regulated Designation,Grape variety,Degree of alcohol,Sugar content,Color,Size,Producer,Promoting agent,SAQ code,UPC code,Product of Québec,productSku,productName,productCategory,productPrice,productInStock,productType,productAvgScore,productReviews,image_link,Designation of origin,Classification,Special feature
9185,Italy,Veneto,DOP/DOC Denominazione di orgine controllata / protetta,"Corvina 80 %, Corvinone 10 %, Rondinella 10 %",13 %,2.5 g/L,Red,750 ml,G.I.V. SPA,Vins Philippe Dandurand Ltée,13942902,08000160677359,,13942902,Santi Ventale Valpolicella Superiore,Products,24,false,simple,0,0,https://www.saq.com/media/catalog/product/1/3/13942902-1_1578546615.png,Valpolicella,,
9186,France,Bordeaux,(AOC/AOP) Appellation origine controlée/protégée,"Cabernet sauvignon 61 %, Merlot 29 %, Cabernet franc 7 %, Petit verdot 3 %",13.5 %,1.4 g/L,Red,750 ml,SA Château Gruaud Larose,,13238966,03453521241587,,13238966,Sarget de Gruaud Larose Saint-Julien,Products,46.75,false,simple,0,,https://www.saq.com/media/catalog/product/1/3/13238966-1_1578443112.png,Saint-Julien,,
9187,Italy,"Friuli-Venezia Giulia, Trevenezie",IGP/IGT Indicazione Geografica protetta / tipica,Pinot noir,13 %,2.1 g/L,Red,750 ml,Casa Vinicola Botter Carlo &amp; C. SPA,Les Sélections François Fréchette,11254313,08008863026078,,11254313,Santi Nello Pinot Noir Trevenezie,Products,10.8,false,simple,0,0,https://www.saq.com/media/catalog/product/1/1/11254313-1_1602602764.png,,,
9188,Chile,"Valle Central, Valle del Maipo",Denominación de origen (DO),"Cabernet sauvignon 95 %, Cabernet franc 5 %",14 %,2.5 g/L,Red,750 ml,Vina Santa Rita SA (Santiago),Gallo Canada Ltée (E. &amp; J.),217059,00089419007176,,217059,Santa Rita Medalla Real Gran Reserva Valle del Maipo,Products,17,false,simple,0,,https://www.saq.com/media/catalog/product/2/1/217059-1_1580592621.png,Valle del Maipo,Gran reserva,
9189,South Africa,"Western Cape, Western Cape",Wine of origin (WO),Cinsault 100 %,14 %,5 g/L,Red,750 ml,KWV (Pty) Ltd,Vins Philippe Dandurand Ltée,14096293,06002323021186,,14096293,Scattered Earth Cinsault Western Cape,Products,12.95,false,simple,0,0,https://www.saq.com/media/catalog/product/1/4/14096293-1_1578551711.png,Western Cape,,
9190,Italy,Friuli-Venezia Giulia,DOP/DOC Denominazione di orgine controllata / protetta,Pinot grigio 100 %,13 %,2.6 g/L,White,750 ml,Azienda Agricola Valter Scarbolo,Sélections Vinealis Inc. (GB),14467891,08028538000875,,14467891,Scarbolo Ilramato Friuli,Products,23.8,false,simple,0,,https://www.saq.com/media/catalog/product/1/4/14467891-1_1594231228.png,Friuli / Friuli Venezia Giulia,,Orange Wine
9191,France,Bordeaux,(AOC/AOP) Appellation origine controlée/protégée,"Cabernet sauvignon 61 %, Merlot 29 %, Cabernet franc 7 %, Petit verdot 3 %",13 %,1.2 g/L,Red,750 ml,SA Château Gruaud Larose,,13368058,03453521242171,,13368058,Sarget du Château Gruaud-Larose,Products,44.75,false,simple,0,,,Saint-Julien,,
9192,Italy,Piedmont,Denominazione di origine controllata e garantita (DOCG),Nebbiolo 100 %,15 %,,Red,750 ml,Schiavenza,Vinicolor-Les Vins Alexandre St-Pierre,12956368,08033275181190,,12956368,Schiavenza Barolo Prapo,Products,85,false,simple,0,,,Barolo,,
9193,Italy,Piedmont,DOP/DOC Denominazione di orgine controllata / protetta,Barbera 100 %,14 %,12 g/L,Red,750 ml,Sartirano Figli Cantine e Vigneti,Amphora Vins Fins et Spiritueux,13676966,08008156000433,,13676966,Sartirano Figli San Silvestro Piemonte Barbera Passito Appassimento,Products,17.65,false,simple,0,,https://www.saq.com/media/catalog/product/1/3/13676966-1_1578540612.png,Piemonte,,
9194,Spain,Côte Méditerranéenne,Denominación de origen calificada (DOCa),Grenache 100 %,14 %,1.5 g/L,Red,750 ml,Cellers de Scala Dei S.A.,Les Sélections François Fréchette,12885379,08414132520008,,12885379,Scala Dei Garnatxa Priorat,Products,25.35,false,simple,4,1,https://www.saq.com/media/catalog/product/1/2/12885379-1_1581445213.png,Priorat,,
9195,France,"Languedoc-Roussillon, Pyrénée-Orientale",(VDP/IGP) Vin de pays/Indication géographique protégée,Sauvignon blanc 100 %,12 %,1.4 g/L,White,1.5 L,Badet Clément et Cie SA,Vins Philippe Dandurand Ltée,12664998,03525490010393,,12664998,Sauvignon Blanc Les Jamelles,Products,21.4,false,simple,0,,https://www.saq.com/media/catalog/product/1/2/12664998-1_1578358827.png,,,
9196,Italy,Veneto,Denominazione di origine controllata e garantita (DOCG),"Corvina 50 %, Corvinone 30 %, Rondinella 15 %, Cabernet 5 %",15 %,7.7 g/L,Red,750 ml,Casa Vinicola Sartori SPA,Sylvestre Vins et Spiritueux Inc.,11035882,08005390065198,,11035882,Sartori Amarone della Valpolicella,Products,40.35,false,simple,5,1,https://www.saq.com/media/catalog/product/1/1/11035882-1_1580611822.png,Amarone della Valpolicella,,
9197,France,,Wine of France,Cabernet sauvignon 100 %,12.5 %,3.1 g/L,Pink,750 ml,SBJ Fine Wines,Lieux-Dits,13641085,03476633973078,,13641085,SBJ Fine Wines Initio,Products,39,false,simple,0,,,,,
9198,United States,"California, Central Coast",American Viticultural Areas (AVA),Chardonnay 100 %,14.5 %,4.4 g/L,White,750 ml,Secret Cellars,Amphora Vins Fins et Spiritueux,13685985,00851718992954,,13685985,Secret Cellars Chardonnay Central Coast,Products,20.25,false,simple,0,0,https://www.saq.com/media/catalog/product/1/3/13685985-1_1578540624.png,Central Coast,,
9199,United States,"California, North Coast",American Viticultural Areas (AVA),Pinot noir 100 %,13.5 %,2.7 g/L,Red,750 ml,Schug Carneros Estate Winery,Les Sélections François Fréchette,10944232,00744598147784,,10944232,Schug Estate Winery Sonoma Coast Pinot noir,Products,25.95,false,simple,0,,https://www.saq.com/media/catalog/product/1/0/10944232-1_1580610615.png,Sonoma Coast,,
9200,United States,"California, North Coast",American Viticultural Areas (AVA),Zinfandel 100 %,15.3 %,2.6 g/L,Red,750 ml,Seghesio Family Vineyards,Roucet-Couture Inc(pour produits réseaux,11689923,00088254758984,,11689923,Seghesio Cortina Zinfandel,Products,62.75,false,simple,0,0,https://www.saq.com/media/catalog/product/1/1/11689923-1_1580625919.png,Dry Creek Valley,,
9201,Argentina,Patagonia,Indication géographique (IG),Malbec 100 %,14.1 %,1.6 g/L,Red,750 ml,Bodega Secreto Patagonico,Tocade,13652999,00852412005025,,13652999,Secreto Patagonico Malbec,Products,19.95,false,simple,0,,https://www.saq.com/media/catalog/product/1/3/13652999-1_1578540018.png,,Estate bottled - embotellado en origen,
9202,United States,California,Table wine,Pinot noir 100 %,14.4 %,7.3 g/L,Red,750 ml,Wagner Family of Wine,La Céleste Levure inc.,14393440,00710909760102,,14393440,Sea Sun Pinot Noir,Products,24.95,false,simple,0,0,https://www.saq.com/media/catalog/product/1/4/14393440-1_1583867114.png,,,
9203,Argentina,Patagonia,Indication géographique (IG),Pinot noir 100 %,13.8 %,1.4 g/L,Red,750 ml,Bodega Secreto Patagonico,Tocade,14307396,00852412005452,,14307396,Secreto Patagónico Rebel Patagonia,Products,16.05,false,simple,5,2,https://www.saq.com/media/catalog/product/1/4/14307396-1_1582557312.png,,Estate bottled - embotellado en origen,
9204,Germany,Rheingau,Qualitatswein bestimmter Anbaugebiete (QbA),Riesling 100 %,9 %,,White,750 ml,Henkell &amp; Co.,Mark Anthony Brands Ltd,14434344,04007730414905,,14434344,Schloss Johannisberg Grunlack Spatlese Riesling,Products,59,false,simple,0,,https://www.saq.com/media/catalog/product/1/4/14434344-1_1595256048.png,Rheingau,,
9205,Argentina,Patagonia,Indication géographique (IG),Pinot noir 100 %,13.5 %,2 g/L,Red,750 ml,Bodega Secreto Patagonico,Tocade,13676106,00852412005049,,13676106,Secreto Patagonico Pinot Noir,Products,19.9,false,simple,0,,https://www.saq.com/media/catalog/product/1/3/13676106-1_1578540610.png,,Estate bottled - embotellado en origen,
9206,Germany,Rheingau,Qualitatswein bestimmter Anbaugebiete (QbA),Riesling 100 %,12.5 %,,White,750 ml,Henkell &amp; Co.,Mark Anthony Brands Ltd,14434441,04007730314403,,14434441,Schloss Johannisberg Silberlack Riesling Trocken GG,Products,76.25,false,simple,0,,https://www.saq.com/media/catalog/product/1/4/14434441-1_1594828218.png,Rheingau,,
9207,Italy,"Puglia, Salento",IGP/IGT Indicazione Geografica protetta / tipica,Primitivo 100 %,13.5 %,8.6 g/L,Red,750 ml,Terrulenta,Vins Balthazard Inc. (Xeu),14027360,08032745260069,,14027360,Schola Sarmenti Critèra Primitivo Salento,Products,19.45,false,simple,0,0,https://www.saq.com/media/catalog/product/1/4/14027360-1_1578549617.png,,,
9208,Italy,Friuli-Venezia Giulia,DOP/DOC Denominazione di orgine controllata / protetta,Pinot grigio 100 %,13 %,1.4 g/L,White,750 ml,Soc. Agr. Emilio Rotolo e Figli s.s.,Vins Balthazard Inc. (CAD),14299859,08033011881384,,14299859,Schiopetto Pinot Grigio Friuli,Products,26.15,false,simple,0,,https://www.saq.com/media/catalog/product/1/4/14299859-1_1581958833.png,Friuli / Friuli Venezia Giulia,,
9209,Italy,Puglia,DOP/DOC Denominazione di orgine controllata / protetta,"Negroamaro 80 %, Malvasia Nera 20 %",14 %,7.1 g/L,Red,750 ml,Terrulenta,Vins Balthazard Inc. (CAD),13200888,08032745260014,,13200888,Schola Sarmenti Nerio Riserva Nardo,Products,23.15,false,simple,0,0,https://www.saq.com/media/catalog/product/1/3/13200888-1_1578442208.png,Nardò,Riserva,
9210,Israel,"Galilée (Galil), Galilee",Table wine,"Cabernet franc, Cabernet sauvignon, Merlot",13.5 %,1.3 g/L,Red,750 ml,Carmei ZVI - Segal Bros Ltd.,81750 Canada Ltée,11574464,00087752011331,,11574464,Segal's Merlot / Cabernet Franc / Cabernet Sauvignon Galilée,Products,23.1,false,simple,0,0,https://www.saq.com/media/catalog/product/1/1/11574464-1_1580623527.png,,,Kosher (Mevushal)
9211,United States,California,Table wine,Chardonnay 100 %,13.5 %,2.5 g/L,White,750 ml,Sebastiani Vineyards &amp; Winery,Charton Hobbs Inc,11089864,00088232005697,,11089864,Sebastiani Chardonnay Sonoma County,Products,18.5,false,simple,0,0,https://www.saq.com/media/catalog/product/1/1/11089864-1_1580612413.png,,,
9212,United States,California,Table wine,Merlot,12.5 %,5.6 g/L,Red,750 ml,Sea Ridge Coastal Winery,Divin Paradis Inc.,10967389,00081054354479,,10967389,Sea Ridge Merlot,Products,13,false,simple,0,,https://www.saq.com/media/catalog/product/1/0/10967389-1_1580610919.png,,,
9213,United States,"California, North Coast",American Viticultural Areas (AVA),Pinot noir 100 %,14.2 %,3 g/L,Red,750 ml,Sebastiani Vineyards &amp; Winery,Charton Hobbs Inc,11089899,00088232005093,,11089899,Sebastiani Pinot Noir Sonoma County,Products,24,false,simple,1,1,https://www.saq.com/media/catalog/product/1/1/11089899-1_1580612413.png,Sonoma Coast,,
9214,Greece,Ionian islands,Protected designation of origin (PDO),Mavrodaphné 100 %,13 %,1.8 g/L,Red,750 ml,Sclavos Evriviadis,Oenopole Inc.,13988038,05200121350052,,13988038,Sclavos Evriviadis Orgion Mavrodaphne de Céphalonie,Products,26.95,false,simple,5,1,https://www.saq.com/media/catalog/product/1/3/13988038-1_1578547812.png,Mavrodaphne de Kefalonia,,
9215,Israel,"Galilée (Galil), Galilee",Table wine,Cabernet sauvignon,14 %,1.9 g/L,Red,750 ml,Carmei ZVI - Segal Bros Ltd.,81750 Canada Ltée,10678931,00087752008072,,10678931,Segal's Réserve Spécial Galilée,Products,27.6,false,simple,0,,https://www.saq.com/media/catalog/product/1/0/10678931-1_1580598910.png,,,Kosher (Mevushal)
9216,United States,California,Table wine,"Merlot 78 %, Cabernet sauvignon 9 %, Petite sirah 7 %, Syrah 4 %",13.5 %,3 g/L,Red,750 ml,Sebastiani Vineyards &amp; Winery,Charton Hobbs Inc,11091796,00088232002634,,11091796,Sebastiani Sonoma County Merlot,Products,21.45,false,simple,0,,https://www.saq.com/media/catalog/product/1/1/11091796-1_1580612414.png,,,
9217,United States,"California, Central Coast",American Viticultural Areas (AVA),Pinot noir 100 %,13.5 %,4.6 g/L,Red,750 ml,Secret Cellars,Amphora Vins Fins et Spiritueux,13686056,00851718992947,,13686056,Secret Cellars Pinot Noir Central Coast,Products,24.3,false,simple,0,0,https://www.saq.com/media/catalog/product/1/3/13686056-1_1578540624.png,Central Coast,,
9218,United States,"California, North Coast",American Viticultural Areas (AVA),"Zinfandel 86 %, Petite sirah 10 %, Syrah 3 %, Barbera 1 %",14.8 %,4.4 g/L,Red,750 ml,Sebastiani Vineyards &amp; Winery,Charton Hobbs Inc,10829648,00088232003648,,10829648,Sebastiani Zinfandel North Coast,Products,22.15,false,simple,0,,https://www.saq.com/media/catalog/product/1/0/10829648-1_1581687909.png,North Coast,,
9219,Argentina,Patagonia,Indication géographique (IG),Chardonnay 100 %,13.5 %,2.6 g/L,White,750 ml,Familia Schroeder,Sylvestre Vins et Spiritueux Inc.,13684245,07798116191165,,13684245,Schroeder Alpataco Chardonnay,Products,16.7,false,simple,0,,https://www.saq.com/media/catalog/product/1/3/13684245-1_1578540622.png,,,
9220,United States,California,Table wine,Chardonnay 100 %,14.3 %,1.5 g/L,White,750 ml,Wagner Family of Wine,La Céleste Levure inc.,14393423,00710909750103,,14393423,Sea Sun Chardonnay,Products,24.95,false,simple,0,0,https://www.saq.com/media/catalog/product/1/4/14393423-1_1583268309.png,,,
9221,United States,"California, North Coast",American Viticultural Areas (AVA),Chardonnay 100 %,14 %,1.5 g/L,White,750 ml,Schug Carneros Estate Winery,Les Sélections François Fréchette,11089910,00744598139727,,11089910,Schug Chardonnay Carneros,Products,32,false,simple,0,0,https://www.saq.com/media/catalog/product/1/1/11089910-1_1580612414.png,Los Carneros,,
9222,Italy,Calabria,DOP/DOC Denominazione di orgine controllata / protetta,Magliocco 100 %,14 %,9.3 g/L,Red,750 ml,Azienda Agricola Serracavallo di Demetrio Stancati,Tocade,14515435,00789011454551,,14515435,Serracavallo Quattro Lustri Terre di Cosenza,Products,27.75,false,simple,0,,https://www.saq.com/media/catalog/product/1/4/14515435-1_1595871615.png,Terre di Cosenza,,Organic product
9223,Spain,Vallée du Duero,Denominación de origen (DO),Tempranillo 100 %,14 %,1.4 g/L,Red,750 ml,Bodegas Garcia de Aranda,Vintrinsec (7909284 Canada inc.),12417807,00858893000047,,12417807,Señorío de los Baldíos Crianza,Products,22.1,false,simple,0,,https://www.saq.com/media/catalog/product/1/2/12417807-1_1580664911.png,Ribera del Duero,Crianza,
9224,United States,California,American Viticultural Areas (AVA),Zinfandel 100 %,14.8 %,2.8 g/L,Red,750 ml,Seghesio Family Vineyards,Roucet-Couture Inc(pour produits réseaux,13647170,00088254758748,,13647170,Seghesio Old Vine Zinfandel,Products,60.25,false,simple,0,,https://www.saq.com/media/catalog/product/1/3/13647170-1_1578540013.png,,,
9225,Chile,"Aconcagua, Valle del Aconcagua",Denominación de origen (DO),"Cabernet sauvignon 58 %, Carmenere 15 %, Merlot 15 %, Cabernet franc 12 %",14 %,,Red,750 ml,Vina Arboleda S.A.,Mark Anthony Brands Ltd,13098393,00610444000087,,13098393,Sena Chadwick Aconcagua Valley,Products,195.25,false,simple,0,,,Panquehue,,
9226,France,"Vallée du Rhône, Rhône méridional",(AOC/AOP) Appellation origine controlée/protégée,"Grenache 80 %, Syrah 20 %",14 %,2.6 g/L,Red,750 ml,GAEC Domaine du Pegau,La Céleste Levure inc.,14010752,00037602295701,,14010752,Sélection Laurence Féraud Côtes-Du-Rhône,Products,17.65,false,simple,0,,https://www.saq.com/media/catalog/product/1/4/14010752-1_1578548720.png,Côtes du Rhône,,
9227,France,Bordeaux,(AOC/AOP) Appellation origine controlée/protégée,"Cabernet sauvignon 50 %, Merlot 50 %",13 %,1.7 g/L,Red,1.5 L,Château Rauzan-Ségla,Peter Mielzynski Agencies Limited,12052393,03412951294136,,12052393,Ségla Margaux,Products,129.25,false,simple,0,0,https://www.saq.com/media/catalog/product/1/2/12052393-1_1602866431.png,Margaux,,
9228,Greece,"Peloponnese, Peloponnese",Protected geographical indication (PGI),"Agiorgitiko 80 %, Syrah 20 %",13.5 %,3.8 g/L,Red,750 ml,Semeli Winery SA,Essencia Vins et Spiritueux,14400128,05201299505428,,14400128,Semeli Oreinos Helios Peloponnese,Products,17.35,false,simple,0,,https://www.saq.com/media/catalog/product/1/4/14400128-1_1582145735.png,,,
9229,Italy,Sardinia,DOP/DOC Denominazione di orgine controllata / protetta,"Cabernet sauvignon 75 %, Cannonau 25 %",14 %,6.6 g/L,Red,750 ml,Sella &amp; Mosca,Peter Mielzynski Agencies Limited,13626328,08006725102540,,13626328,Sella & Mosca Corallo,Products,19.55,false,simple,0,0,https://www.saq.com/media/catalog/product/1/3/13626328-1_1578539422.png,Alghero,,
9230,Italy,"Lazio, Civitella dAgliano",IGP/IGT Indicazione Geografica protetta / tipica,Grechetto 100 %,14 %,1.6 g/L,White,750 ml,Sergio Mottura,Valmonti Inc.,10782309,08020359001444,,10782309,Sergio Mottura Poggio della Costa,Products,24.2,false,simple,0,0,https://www.saq.com/media/catalog/product/1/0/10782309-1_1580600123.png,,,Organic product
9231,New Zealand,"South Island, Marlborough",Table wine,"Sauvignon blanc 92 %, Sémillon 8 %",13 %,2.4 g/L,White,750 ml,Seresin Estate Ltd,Avant Garde Vins et Spiritueux(7213085 C,12055228,09419106110024,,12055228,Seresin Sauvignon blanc,Products,25.5,false,simple,0,0,https://www.saq.com/media/catalog/product/1/2/12055228-1_1580658927.png,,,Organic product
9232,France,Bordeaux,(AOC/AOP) Appellation origine controlée/protégée,"Merlot 85 %, Cabernet franc 15 %",14.5 %,2.3 g/L,Red,750 ml,SCEA Château dAiguilhe,,14486603,03700188048067,,14486603,Seigneurs d'Aiguilhe Castillon Côtes de Bordeaux,Products,27,false,simple,0,,https://www.saq.com/media/catalog/product/1/4/14486603-1_1605711341.png,Castillon Côtes de Bordeaux,,
9233,Italy,Piedmont,DOP/DOC Denominazione di orgine controllata / protetta,Barbera 100 %,14.5 %,3.5 g/L,Red,750 ml,SERRADENARI SOCIETA AGRICOLA,Symbiose vins et cies inc.,14496684,08033424760030,,14496684,Serradenari Giulia Negri Barbera d'Alba,Products,28.7,false,simple,0,0,,Barbera dAlba,,
9234,United States,California,,"Zinfandel 88 %, Petite sirah 9 %, Carignan 2 %, Syrah 1 %",14.8 %,3.5 g/L,Red,750 ml,Seghesio Family Vineyards,Roucet-Couture Inc(pour produits réseaux,12297446,00088254758724,,12297446,Seghesio Zinfandel Sonoma,Products,33.5,false,simple,0,0,https://www.saq.com/media/catalog/product/1/2/12297446-1_1582135515.png,,,
9235,Italy,"Tuscany, Toscana",IGP/IGT Indicazione Geografica protetta / tipica,"Ciliegiolo 60 %, Sangiovese 40 %",13.5 %,1.4 g/L,Red,750 ml,Sequerciani,Alternative Vins et Spiritueux,14444294,08051938970004,,14444294,Sequerciani Libello Toscana,Products,24.75,false,simple,0,0,https://www.saq.com/media/catalog/product/1/4/14444294-1_1584984923.png,,,Natural Wine
9236,Spain,Vallée de lEbre,Vino de pago,"Cabernet sauvignon 90 %, Tempranillo 10 %",14.5 %,2.1 g/L,Red,750 ml,Senorio de Otazu,Valmonti Inc.,12382827,08437001114917,,12382827,Senorio de Otazu Pago de Otazu,Products,31.25,false,simple,0,0,https://www.saq.com/media/catalog/product/1/2/12382827-1_1580663719.png,Pago de Otazu,,
9237,Italy,"Liguria, Terrazze dellImperiese",IGP/IGT Indicazione Geografica protetta / tipica,Pigato 100 %,13 %,&lt;1.2 g/L,White,750 ml,Selvadolce,Vin Vrai (3935299 Canada Inc.),14515363,08050538950638,,14515363,Selvadolce Crescendo Terrazze dell'Imperiese,Products,34,false,simple,0,,https://www.saq.com/media/catalog/product/1/4/14515363-1_1595871615.png,,,"Natural Wine, Organic product"
9238,Italy,Sardinia,DOP/DOC Denominazione di orgine controllata / protetta,Carignan 100 %,14.5 %,2.4 g/L,Red,750 ml,Sella &amp; Mosca,Peter Mielzynski Agencies Limited,10675431,08006725100881,,10675431,Sella & Mosca Terre Rare Carignano del Sulcis Riserva,Products,23.65,false,simple,0,,https://www.saq.com/media/catalog/product/1/0/10675431-1_1580598613.png,Carignano del Sulcis,Riserva,
9239,Italy,"Calabria, Calabria",IGP/IGT Indicazione Geografica protetta / tipica,"Magliocco 60 %, Cabernet sauvignon 40 %",13.5 %,4.5 g/L,Red,750 ml,Azienda Agricola Serracavallo di Demetrio Stancati,Tocade,14515494,00789011454599,,14515494,Serracavallo Sette Chiese Calabria,Products,22.15,false,simple,0,,https://www.saq.com/media/catalog/product/1/4/14515494-1_1595871615.png,,,Organic product
9240,Chile,"Aconcagua, Valle del Aconcagua",Denominación de origen (DO),"Cabernet sauvignon 58 %, Carmenere 15 %, Merlot 15 %, Cabernet franc 12 %",14 %,,Red,750 ml,Vina Arboleda S.A.,Mark Anthony Brands Ltd,13333891,07804304000161,,13333891,Sena Chadwick Aconcagua Valley,Products,227.75,false,simple,0,,,Panquehue,,
9241,Germany,Mosel,QmP ou Prädikatswein,Riesling 100 %,8 %,,White,750 ml,Weingut Selbach-Oster,Sélection Rezin (vins),13999984,00717215002940,,13999984,Selbach Oster Wehlener Sonnenuhr Riesling Spätlese,Products,41,false,simple,0,,https://www.saq.com/media/catalog/product/1/3/13999984-1_1578548419.png,Mosel,Spätlese,
9242,New Zealand,"South Island, Marlborough",Table wine,Pinot noir 100 %,13 %,1.6 g/L,Red,750 ml,Seresin Estate Ltd,Avant Garde Vins et Spiritueux(7213085 C,13227204,09419106110284,,13227204,Seresin Estate Pinot Noir South Island,Products,29.15,false,simple,0,,https://www.saq.com/media/catalog/product/1/3/13227204-1_1578442814.png,,,Organic product
9243,Italy,Veneto,Denominazione di origine controllata e garantita (DOCG),"Corvina 70 %, Rondinella 20 %, Molinara 10 %",15.5 %,7.4 g/L,Red,750 ml,Masi Agricola SPA,Authentic Vins et Spiritueux inc,11766626,08002062000112,,11766626,Serego Alighieri Vaio Armaron Amarone della Valpolicella,Products,97.25,false,simple,0,,https://www.saq.com/media/catalog/product/1/1/11766626-1_1580626520.png,Amarone della Valpolicella,Amarone,
9244,Italy,"Calabria, Calabria",IGP/IGT Indicazione Geografica protetta / tipica,"Pecorello 40 %, Chardonnay 30 %, Riesling 30 %",12.5 %,1.9 g/L,White,750 ml,Azienda Agricola Serracavallo di Demetrio Stancati,Tocade,14515460,00789011454582,,14515460,Serracavallo Besidiae Calabria,Products,22.15,false,simple,5,1,https://www.saq.com/media/catalog/product/1/4/14515460-1_1595871615.png,,,Organic product
9245,Germany,Mosel,QmP ou Prädikatswein,Riesling 100 %,8.5 %,,White,750 ml,Weingut Selbach-Oster,Sélection Rezin (vins),13999052,00717215001172,,13999052,Selbach Oster Zeltinger Sonnenuhr Riesling Spatlese Mosel,Products,36.5,false,simple,0,,https://www.saq.com/media/catalog/product/1/3/13999052-1_1578548418.png,Mosel,Spätlese,
9246,United States,"California, North Coast",American Viticultural Areas (AVA),"Cabernet sauvignon 90 %, Merlot 7 %, Malbec 3 %",15.3 %,,Red,750 ml,Shafer Vineyards,La Céleste Levure inc.,13381746,04000133817465,,13381746,Shafer One Point Five Napa Valley,Products,146.25,false,simple,0,,https://www.saq.com/media/catalog/product/1/3/13381746-1_1578535211.png,Napa Valley,,
9247,United States,"California, North Coast",American Viticultural Areas (AVA),Chardonnay 100 %,14.9 %,,White,750 ml,Shafer Vineyards,La Céleste Levure inc.,14381748,04000143817486,,14381748,Shafer Red Shoulder Chardonnay,Products,78.5,false,simple,0,,https://www.saq.com/media/catalog/product/1/4/14381748-1_1586875216.png,Napa Valley,,
9248,Australia,"South Australia, Adelaide Hills",Table wine,Sauvignon blanc 100 %,12 %,4.2 g/L,White,750 ml,Shaw and Smith Pty Ltd,La Céleste Levure inc.,13879333,09316770511020,,13879333,Shaw and Smith Sauvignon Blanc,Products,26.95,false,simple,0,,https://www.saq.com/media/catalog/product/1/3/13879333-1_1578544522.png,,,
9249,Italy,"Umbria, Umbria",IGP/IGT Indicazione Geografica protetta / tipica,"Grechetto 85 %, Sauvignon blanc 15 %",13 %,7.7 g/L,White,750 ml,Cesarini Sartori Fiorella,Italvine Ltée.,13227132,08033908261138,,13227132,Signae Cesarini Sartori La Randa,Products,18.75,false,simple,0,,https://www.saq.com/media/catalog/product/1/3/13227132-1_1578442814.png,,,
9250,Germany,Neckar,Landwein,Riesling 100 %,12 %,,White,750 ml,Weingut Siegloch,Alternative Vins et Spiritueux,14468931,00609465769349,,14468931,Siegloch Sandhase Riesling Trocken,Products,35.75,false,simple,5,1,https://www.saq.com/media/catalog/product/1/4/14468931-1_1595530230.png,,,Orange Wine
9251,France,Bordeaux,(AOC/AOP) Appellation origine controlée/protégée,Merlot 100 %,14 %,1.7 g/L,Red,750 ml,Maison Sichel SA,Société de Vins Fins Ltée.,14228786,03394150052963,,14228786,Sichel 1883 Bordeaux,Products,19.05,false,simple,0,0,https://www.saq.com/media/catalog/product/1/4/14228786-1_1578554418.png,Bordeaux,,Natural Wine
9252,South Africa,"Western Cape, Cape South Coast",Wine of origin (WO),Syrah 100 %,14 %,1.6 g/L,Red,750 ml,De Trafford Wines (Pty) Ltd.,Vintrinsec (7909284 Canada inc.),12687743,00676814001092,,12687743,Sijnn Low Profile,Products,29.95,false,simple,0,,https://www.saq.com/media/catalog/product/1/2/12687743-1_1578361221.png,Stormsvlei,Estate wine,
9253,Italy,Piedmont,DOP/DOC Denominazione di orgine controllata / protetta,Chardonnay 100 %,13 %,,White,750 ml,SERRADENARI SOCIETA AGRICOLA,Symbiose vins et cies inc.,14263688,08033424760009,,14263688,Serradenari Giulia Negri Chardonnay Langhe,Products,41.5,false,simple,0,,https://www.saq.com/media/catalog/product/1/4/14263688-1_1578554718.png,Langhe,,
9254,United States,"California, North Coast",American Viticultural Areas (AVA),"Zinfandel 78 %, Alicante 11 %, Petite sirah 11 %",14.5 %,2.2 g/L,Red,750 ml,Ramey Wine Cellars,Avant Garde Vins et Spiritueux(7213085 C,14325068,00185983000022,,14325068,Sidebar Zinfandel Russian River Valley,Products,44,false,simple,0,,https://www.saq.com/media/catalog/product/1/4/14325068-1_1578555019.png,Russian River Valley,Estate bottled,
9255,Italy,Piedmont,DOP/DOC Denominazione di orgine controllata / protetta,Nebbiolo 100 %,14 %,2.4 g/L,Red,750 ml,SERRADENARI SOCIETA AGRICOLA,Symbiose vins et cies inc.,14496764,08033424760023,,14496764,Serradenari Giulia Negri Langhe Nebbiolo,Products,28.7,false,simple,0,0,https://www.saq.com/media/catalog/product/1/4/14496764-1_1595530230.png,Langhe,,
9256,United States,Washington,American Viticultural Areas (AVA),Cabernet sauvignon 100 %,13 %,4 g/L,Red,750 ml,Seven Falls Winery,Vins Philippe Dandurand Ltée,12787146,00088586005343,,12787146,Seven Falls Cabernet Sauvignon Wahluke Slope,Products,22,false,simple,0,,https://www.saq.com/media/catalog/product/1/2/12787146-1_1582896309.png,Yakima Valley,Estate bottled,
9257,Australia,"South Australia, Adelaide Hills",Table wine,Sauvignon blanc 100 %,12.5 %,4.6 g/L,White,750 ml,Ashwood  Estate,Importations BMT Inc,13529641,09342333000120,,13529641,Sidewood Sauvignon Blanc Adelaide Hills,Products,22.15,false,simple,0,,https://www.saq.com/media/catalog/product/1/3/13529641-1_1578537017.png,,,
9258,France,,Wine of France,Gamay 100 %,13 %,&lt;1.2 g/L,Red,750 ml,Sextant,Labelle Bouteille inc,14256138,03683080424651,,14256138,Sextant Métisse Vin de France,Products,27.75,false,simple,4,1,https://www.saq.com/media/catalog/product/1/4/14256138-1_1602866432.png,,,
