,Country,Region,Regulated Designation,Grape variety,Degree of alcohol,Sugar content,Color,Size,Producer,Promoting agent,SAQ code,UPC code,Product of Québec,productSku,productName,productCategory,productPrice,productInStock,productType,productAvgScore,productReviews,image_link,Designation of origin,Classification,Special feature
2659,France,"Bourgogne, Côte de Beaune",(AOC/AOP) Appellation origine controlée/protégée,Pinot noir 100 %,13 %,,Red,750 ml,Bouchard Père &amp; Fils,Sylvestre Vins et Spiritueux Inc.,13834418,04000138344188,,13834418,Bouchard Père & Fils Pommard Premier Cru Rugiens,Products,118.75,false,simple,0,,,Pommard Premier Cru,,
2660,France,"Bourgogne, Côte de Beaune",(AOC/AOP) Appellation origine controlée/protégée,Chardonnay 100 %,13 %,,White,750 ml,Bouchard Père &amp; Fils,Sylvestre Vins et Spiritueux Inc.,14148680,03337690190085,,14148680,Bouchard Père & Fils Meursault Premier Cru Genevrières,Products,125.25,false,simple,0,,https://www.saq.com/media/catalog/product/1/4/14148680-1_1578552909.png,Meursault Premier Cru,,
2661,France,"Bourgogne, Côte de Beaune",(AOC/AOP) Appellation origine controlée/protégée,Chardonnay 100 %,13.5 %,,White,750 ml,Bouchard Père &amp; Fils,Sylvestre Vins et Spiritueux Inc.,13536381,03337690176621,,13536381,Bouchard Père & Fils Meursault Premier Cru Les Genevrières,Products,116.5,false,simple,0,,,Meursault Premier Cru,,
2662,Greece,Peloponnese,Protected designation of origin (PDO),Agiorgitiko 100 %,12 %,2 g/L,Red,750 ml,John Boutari &amp; Son SA,Authentic Vins et Spiritueux inc,281956,05201022570211,,281956,Boutari Nemea,Products,14.85,false,simple,0,,https://www.saq.com/media/catalog/product/2/8/281956-1_1580593511.png,Nemea,,
2663,France,"Bourgogne, Côte de Nuits",(AOC/AOP) Appellation origine controlée/protégée,,13.5 %,,Red,750 ml,Bouchard Père &amp; Fils,,13858292,03337690176812,,13858292,Bouchard Père & Fils Nuits Saint Georges Premier Cru Les Cailles,Products,143.75,false,simple,0,,https://www.saq.com/media/catalog/product/1/3/13858292-1_1578543917.png,Nuits-Saint-Georges Premier Cru,,
2664,France,"Bourgogne, Mâconnais",(AOC/AOP) Appellation origine controlée/protégée,Chardonnay 100 %,13.5 %,,White,1.5 L,Bret Brothers SARL,Noble Sélection,14482240,03760145098054,,14482240,Bret Brothers La Soufrandière Pouilly-Vinzelles Climat Les Quarts,Products,154.25,false,simple,0,,,Pouilly-Vinzelles,,Organic product
2665,Italy,Veneto,DOP/DOC Denominazione di orgine controllata / protetta,"Corvina 40 %, Corvinone 30 %, Rondinella 20 %, Other grape variety (ies) 10 %",14.5 %,6.8 g/L,Red,750 ml,Azienda Agricola Brigaldara,Symbiose vins et cies inc.,14477977,08032610363024,,14477977,Brigaldara Valpolicella Superiore Ripasso,Products,24.7,false,simple,0,,https://www.saq.com/media/catalog/product/1/4/14477977-1_1589897741.png,Valpolicella Ripasso,Superiore,
2666,Italy,Veneto,Denominazione di origine controllata e garantita (DOCG),"Corvinone 45 %, Corvina 35 %, Rondinella 20 %",16.5 %,,Red,750 ml,Azienda Agricola Brigaldara,Symbiose vins et cies inc.,13057647,08032610360047,,13057647,Brigaldara Amarone della Valpolicella Casa Vecie,Products,72.25,false,simple,0,,https://www.saq.com/media/catalog/product/1/3/13057647-1_1581312921.png,Amarone della Valpolicella,Amarone,
2667,France,"Bourgogne, Mâconnais",(AOC/AOP) Appellation origine controlée/protégée,Chardonnay 100 %,12.5 %,,White,750 ml,Bret Brothers SARL,Noble Sélection,14482151,03760145098146,,14482151,Bret Brothers La Soufrandière Pouilly-Fuissé Climat En Chatenay,Products,70.25,false,simple,0,,,Pouilly-Fuissé,,Organic product
2668,Italy,"Tuscany, Toscana",DOP/DOC Denominazione di orgine controllata / protetta,Cabernet sauvignon 100 %,14 %,1.6 g/L,Red,750 ml,Casa Brancaia SRL,Noble Sélection,13497298,08031822080163,,13497298,Brancaia Cabernet Sauvignon,Products,31.5,false,simple,0,,https://www.saq.com/media/catalog/product/1/3/13497298-1_1578536716.png,Maremma Toscana,,
2669,Italy,Veneto,DOP/DOC Denominazione di orgine controllata / protetta,"Corvina 55 %, Corvinone 25 %, Rondinella 20 %",13 %,2.5 g/L,Red,750 ml,Azienda Agricola Brigaldara,Symbiose vins et cies inc.,14320523,08032610361020,,14320523,Brigaldara Valpolicella,Products,18.85,false,simple,0,0,https://www.saq.com/media/catalog/product/1/4/14320523-1_1581017113.png,Valpolicella,,
2670,France,"Vallée de la Loire, LAnjou et le Saumurois",(AOC/AOP) Appellation origine controlée/protégée,Chenin blanc 100 %,13.5 %,,White,750 ml,Château de Brézé,La Céleste Levure inc.,14256568,03760188290040,,14256568,Brézé Arnaud Lambert Clos de la Rue Saumur,Products,57.25,false,simple,0,,https://www.saq.com/media/catalog/product/1/4/14256568-1_1583954451.png,Saumur,,
2671,Italy,Veneto,Denominazione di origine controllata e garantita (DOCG),"Corvina 70 %, Rondinella 20 %, Sangiovese 10 %",16.5 %,3 g/L,Red,750 ml,Azienda Agricola Brigaldara,Symbiose vins et cies inc.,12950433,08032610361235,,12950433,Brigaldara Amarone della Valpolicella Classico,Products,56,false,simple,0,,,Amarone della Valpolicella,Classico,
2672,France,"Bourgogne, Mâconnais",(AOC/AOP) Appellation origine controlée/protégée,Chardonnay 100 %,13 %,,White,750 ml,Bret Brothers SARL,Noble Sélection,14482135,03760145098078,,14482135,Bret Brothers La Soufrandière Pouilly-Fuissé Climat Au Vignerais,Products,70.25,false,simple,0,,https://www.saq.com/media/catalog/product/1/4/14482135-1_1608754559.png,Pouilly-Fuissé,,Organic product
2673,United States,"California, Central Coast",American Viticultural Areas (AVA),Cabernet sauvignon 100 %,14 %,3.9 g/L,Red,750 ml,Wine Hooligans,Roucet-Couture Inc(pour produits réseaux,14274723,00757725564613,,14274723,Broadside Cabernet-Sauvignon Paso Robles,Products,27.8,false,simple,0,,https://www.saq.com/media/catalog/product/1/4/14274723-1_1583425835.png,Paso Robles,,
2674,Italy,Tuscany,DOP/DOC Denominazione di orgine controllata / protetta,"Cabernet sauvignon 60 %, Sangiovese 30 %, Petit verdot 10 %",14 %,1.8 g/L,Red,750 ml,Casa Brancaia SRL,Noble Sélection,10483317,08032779691143,,10483317,Brancaia Ilatraia,Products,73.75,false,simple,0,0,https://www.saq.com/media/catalog/product/1/0/10483317-1_1580597123.png,,,
2675,Italy,"Tuscany, Toscana",DOP/DOC Denominazione di orgine controllata / protetta,Cabernet sauvignon 100 %,14.5 %,1.8 g/L,Red,750 ml,Casa Brancaia SRL,Noble Sélection,14475445,08031822080170,,14475445,Brancaia Cabernet Sauvignon,Products,29.85,false,simple,0,,https://www.saq.com/media/catalog/product/1/4/14475445-1_1591623314.png,Maremma Toscana,,
2676,Italy,Veneto,DOP/DOC Denominazione di orgine controllata / protetta,"Corvina 40 %, Corvinone 30 %, Rondinella 20 %, Other grape variety (ies) 10 %",14.5 %,4.7 g/L,Red,750 ml,Azienda Agricola Brigaldara,Symbiose vins et cies inc.,13638450,08032610363017,,13638450,Brigaldara Valpolicella Superiore Ripasso,Products,25.15,false,simple,0,,https://www.saq.com/media/catalog/product/1/3/13638450-1_1578539723.png,Valpolicella Ripasso,Superiore,
2677,Italy,Veneto,DOP/DOC Denominazione di orgine controllata / protetta,Garganega 100 %,12.5 %,3.4 g/L,White,750 ml,Azienda Agricola Brigaldara,Symbiose vins et cies inc.,13846380,08032610360122,,13846380,Brigaldara Soave,Products,19.55,false,simple,0,,https://www.saq.com/media/catalog/product/1/3/13846380-1_1578543611.png,Soave,,
2678,United States,California,Table wine,Chardonnay 100 %,13.5 %,6.4 g/L,White,750 ml,Bread &amp; Butter,Les Sélections François Fréchette,14015596,00850832004260,,14015596,Bread & Butter Chardonnay Napa,Products,18.95,false,simple,0,0,https://www.saq.com/media/catalog/product/1/4/14015596-1_1578549015.png,,,
2679,Spain,Vallée de lEbre,Denominación de origen (DO),Grenache 100 %,15.5 %,3.2 g/L,Red,750 ml,Bodegas Breca,La Céleste Levure inc.,11996456,08437012538023,,11996456,Breca Garnacha Vieilles Vignes,Products,19.95,false,simple,5,1,https://www.saq.com/media/catalog/product/1/1/11996456-1_1580630721.png,Calatayud,,
2680,Spain,Côte Méditerranéenne,Denominación de origen (DO),"Grenache 53 %, Carignan 29 %, Cabernet franc 18 %",13.6 %,2.2 g/L,Red,750 ml,Celler del Era,Symbiose vins et cies inc.,12574394,08437013047555,,12574394,Bri Celler del Era Montsant,Products,24.65,false,simple,0,,https://www.saq.com/media/catalog/product/1/2/12574394-1_1578346818.png,Montsant,,
2681,France,"Bourgogne, Mâconnais",(AOC/AOP) Appellation origine controlée/protégée,Chardonnay 100 %,12 %,3.6 g/L,White,750 ml,Bret Brothers SARL,Noble Sélection,11900098,03760145098184,,11900098,Bret Brothers Mâcon-Chardonnay,Products,36.25,false,simple,0,,https://www.saq.com/media/catalog/product/1/1/11900098-1_1580628918.png,Mâcon-Chardonnay,,Organic product
2682,Italy,Tuscany,Denominazione di origine controllata e garantita (DOCG),Sangiovese 100 %,13 %,1.7 g/L,Red,750 ml,Casa Brancaia SRL,Noble Sélection,12895104,08031822060189,,12895104,Brancaia Chianti Classico,Products,27.5,false,simple,0,0,https://www.saq.com/media/catalog/product/1/2/12895104-1_1578413419.png,Chianti Classico,,
2683,United States,California,Table wine,Cabernet sauvignon 100 %,13.5 %,5.8 g/L,Red,750 ml,Bread &amp; Butter,Les Sélections François Fréchette,14427611,00818051020744,,14427611,Bread & Butter Cabernet Sauvignon,Products,18.95,false,simple,5,2,https://www.saq.com/media/catalog/product/1/4/14427611-1_1582552814.png,,,
2684,France,"Bourgogne, Mâconnais",(AOC/AOP) Appellation origine controlée/protégée,Chardonnay 100 %,12.5 %,,White,1.5 L,Bret Brothers SARL,Noble Sélection,14482207,03760145098153,,14482207,Bret Brothers La Soufrandière Pouilly-Fuissé Climat En Chatenay,Products,140.25,false,simple,0,,,Pouilly-Fuissé,,Organic product
2685,Italy,Piedmont,Denominazione di origine controllata e garantita (DOCG),Nebbiolo 100 %,14 %,,Red,750 ml,Agricola Brandini,Vin Vrai (3935299 Canada Inc.),14505843,08032973702263,,14505843,Brandini Barolo del Commune di La Morra,Products,64.5,false,simple,0,,https://www.saq.com/media/catalog/product/1/4/14505843-1_1595256049.png,Barolo,,
2686,Italy,"Tuscany, Toscana",IGP/IGT Indicazione Geografica protetta / tipica,"Merlot 70 %, Sangiovese 25 %, Cabernet sauvignon 5 %",14.5 %,2.3 g/L,Red,750 ml,Casa Brancaia SRL,Noble Sélection,12129469,08031822020169,,12129469,Brancaia Il Blu,Products,97,false,simple,0,,https://www.saq.com/media/catalog/product/1/2/12129469-1_1580659827.png,,,
2687,Italy,Tuscany,Denominazione di origine controllata e garantita (DOCG),"Sangiovese 85 %, Merlot 15 %",14 %,1.4 g/L,Red,750 ml,Casa Brancaia SRL,Noble Sélection,10431091,08031822010153,,10431091,Brancaia Chianti Classico Riserva,Products,39.75,false,simple,0,,https://www.saq.com/media/catalog/product/1/0/10431091-1_1580596825.png,Chianti Classico,Riserva,
2688,Italy,Tuscany,Denominazione di origine controllata e garantita (DOCG),"Sangiovese 80 %, Merlot 15 %, Cabernet sauvignon 5 %",14 %,1.6 g/L,Red,375 ml,Barone Ricasoli SPA Agricola,Société de Vins Fins Ltée.,11067921,00618109020210,,11067921,Brolio Chianti Classico,Products,14.5,false,simple,0,0,https://www.saq.com/media/catalog/product/1/1/11067921-1_1588244410.png,Chianti Classico,,
2689,South Africa,"Western Cape, Coastal Region",Wine of origin (WO),"Shiraz 70 %, Cinsault 15 %, Mourvèdre 15 %",13.5 %,3 g/L,Red,750 ml,Bryan MacRobert Wines,Vintrinsec (7909284 Canada inc.),13737888,00700083582850,,13737888,Bryan MacRobert Wines Field Blend,Products,22.8,false,simple,0,,https://www.saq.com/media/catalog/product/1/3/13737888-1_1578541518.png,Malmesbury,,
2690,France,Languedoc-Roussillon,(AOC/AOP) Appellation origine controlée/protégée,"Syrah 43 %, Carignan 21 %, Grenache 18 %, Mourvèdre 18 %",13 %,2.3 g/L,Red,750 ml,SCEA St-Martin de la Garrigue,Authentic Vins et Spiritueux inc,10268588,03455840613021,,10268588,Bronzinelle Coteaux du Languedoc,Products,20.3,false,simple,0,0,https://www.saq.com/media/catalog/product/1/0/10268588-1_1580595019.png,Languedoc,,
2691,France,"Vallée du Rhône, Rhône méridional",(AOC/AOP) Appellation origine controlée/protégée,"Clairette 35 %, White grenache 30 %, Roussanne 25 %, Bourboulenc 10 %",13.5 %,,White,750 ml,Brunier Frères,Sélections Oeno Inc,14213859,03374830022165,,14213859,Brunier Frères Clos La Roquète Châteauneuf-du-Pape,Products,63.25,false,simple,0,,https://www.saq.com/media/catalog/product/1/4/14213859-1_1581017112.png,Châteauneuf-du-Pape,,
2692,Italy,Piedmont,Denominazione di origine controllata e garantita (DOCG),Nebbiolo 100 %,14.5 %,,Red,750 ml,Giacosa Bruno &amp; C. SAS,LEnoteca di Moreno de Marchi,14074131,08033028340324,,14074131,Bruno Giacosa Barbaresco Asili Riserva,Products,571.75,false,simple,0,,,Barbaresco,Riserva,
2693,France,"Centre-Ouest, Val de Loire",(VDP/IGP) Vin de pays/Indication géographique protégée,Sauvignon blanc 100 %,12.5 %,3.3 g/L,White,750 ml,Ampelidae-Manoir de Lavauguyot,Vinéo Inc.,13919041,03700293716011,,13919041,Brochet Réserve Val De Loire,Products,19.75,false,simple,0,,https://www.saq.com/media/catalog/product/1/3/13919041-1_1578545723.png,,,Organic product
2694,France,"Vallée du Rhône, Rhône méridional",(AOC/AOP) Appellation origine controlée/protégée,"Grenache 60 %, Syrah 30 %, Mourvèdre 10 %",14 %,2.1 g/L,Red,750 ml,Brunel Père &amp;Fils,Vinéo Inc.,14350298,03760168120152,,14350298,Brunel de la Gardine Vacqueyras,Products,28.1,false,simple,0,,https://www.saq.com/media/catalog/product/1/4/14350298-1_1590783316.png,Vacqueyras,,
2695,Italy,Piedmont,Denominazione di origine controllata e garantita (DOCG),Nebbiolo 100 %,14.5 %,,Red,750 ml,Azienda Agricola Brovia,Dame-Jeanne Inc,14370782,08032642861765,,14370782,Brovia Rocche di Castiglione,Products,122.25,false,simple,0,,https://www.saq.com/media/catalog/product/1/4/14370782-1_1587665119.png,Barolo,,
2696,Italy,Piedmont,Denominazione di origine controllata e garantita (DOCG),Nebbiolo 100 %,14.5 %,,Red,750 ml,Azienda Agricola Brovia,Dame-Jeanne Inc,14370803,08032642861772,,14370803,Brovia Villero,Products,122.25,false,simple,0,,https://www.saq.com/media/catalog/product/1/4/14370803-1_1587665120.png,Barolo,,
2697,United States,"California, Central Coast",American Viticultural Areas (AVA),Chardonnay 100 %,14 %,5.2 g/L,White,750 ml,Wine Hooligans,Roucet-Couture Inc(pour produits réseaux,14274766,00757725787555,,14274766,Broadside Chardonnay Central Coast,Products,27.8,false,simple,0,,https://www.saq.com/media/catalog/product/1/4/14274766-1_1580352621.png,Central Coast,,
2698,Australia,"New South Wales, Hunter",Table wine,Sémillon 100 %,11 %,4.3 g/L,White,750 ml,Brokenwood Wines,Trinque Inc.,10342741,09318560010034,,10342741,Brokenwood Hunter Valley Sémillon,Products,23.95,false,simple,0,,https://www.saq.com/media/catalog/product/1/0/10342741-1_1580596214.png,,,
2699,France,"Vallée du Rhône, Rhône méridional",(AOC/AOP) Appellation origine controlée/protégée,"Clairette 40 %, Grenache 40 %, Viognier 20 %",14 %,&lt;1.2 g/L,White,750 ml,Brunel Père &amp;Fils,Vinéo Inc.,14014809,03760168120404,,14014809,Brunel Père & Fils Côtes du Rhône,Products,19.55,false,simple,0,,https://www.saq.com/media/catalog/product/1/4/14014809-1_1578549012.png,Côtes du Rhône,,
2700,France,"Bourgogne, Côte de Nuits",(AOC/AOP) Appellation origine controlée/protégée,Pinot noir,12.5 %,&lt;1.2 g/L,Pink,750 ml,Domaine Bruno Clair,Vinifera,10916485,03700276519011,,10916485,Bruno Clair Marsannay,Products,33,false,simple,0,,https://www.saq.com/media/catalog/product/1/0/10916485-1_1580610313.png,Marsannay,,
2701,Italy,Tuscany,Denominazione di origine controllata e garantita (DOCG),"Sangiovese 80 %, Merlot 15 %, Cabernet sauvignon 5 %",13.5 %,1.5 g/L,Red,750 ml,Barone Ricasoli SPA Agricola,Société de Vins Fins Ltée.,12392401,00618109017517,,12392401,Brolio Chianti Classico Riserva,Products,29.95,false,simple,0,,https://www.saq.com/media/catalog/product/1/2/12392401-1_1588244413.png,Chianti Classico,Classico riserva,
2702,France,"Vallée du Rhône, Rhône septentrional",(AOC/AOP) Appellation origine controlée/protégée,"Syrah 96 %, Viognier 4 %",13.5 %,1.6 g/L,Red,750 ml,E. Guigal,Les Sélections François Fréchette,13260821,03536650101004,,13260821,Brune & Blonde de Guigal,Products,96.5,false,simple,0,,https://www.saq.com/media/catalog/product/1/3/13260821-1_1582896310.png,Côte Rôtie,,
2703,Italy,Piedmont,Denominazione di origine controllata e garantita (DOCG),Nebbiolo 100 %,14.5 %,,Red,750 ml,Azienda Agricola Brovia,Dame-Jeanne Inc,14370301,08032642861789,,14370301,Brovia Ca'Mia Barolo,Products,122.25,false,simple,0,,https://www.saq.com/media/catalog/product/1/4/14370301-1_1587665119.png,Barolo,,
2704,South Africa,"Western Cape, Cape South Coast",Wine of origin (WO),"Touriga Franca 52 %, Tinta barroca 28 %, Shiraz 20 %",13.5 %,2 g/L,Red,750 ml,Bruce Jack Wines,La Céleste Levure inc.,14402254,06009803763819,,14402254,Bruce Jack Over The Moon Overberg,Products,24.55,false,simple,0,,https://www.saq.com/media/catalog/product/1/4/14402254-1_1582741510.png,Overberg,,
2705,France,"Centre-Ouest, Val de Loire",(VDP/IGP) Vin de pays/Indication géographique protégée,Pinot noir 100 %,12.5 %,1.5 g/L,Red,750 ml,AMPELIDAE,Vinéo Inc.,14203992,03700293716028,,14203992,Brochet Réserve Pinot Noir,Products,22.1,false,simple,0,0,https://www.saq.com/media/catalog/product/1/4/14203992-1_1582217116.png,,,Organic product
2706,France,"Vallée du Rhône, Rhône méridional",(AOC/AOP) Appellation origine controlée/protégée,"Grenache 70 %, Syrah 30 %",14.5 %,2.2 g/L,Red,750 ml,Brunel Père &amp;Fils,Vinéo Inc.,14278847,03760168120923,,14278847,Brunel de la Gardine Côtes du Rhône,Products,19.25,false,simple,0,,https://www.saq.com/media/catalog/product/1/4/14278847-1_1581017112.png,Côtes du Rhône,,
2707,South Africa,"Western Cape, Coastal Region",Wine of origin (WO),Shiraz 100 %,13.5 %,&lt;1.2 g/L,Red,750 ml,Bryan MacRobert Wines,Vintrinsec (7909284 Canada inc.),13737853,00700083302311,,13737853,Bryan MacRobert Wines Abbotsdale Shiraz,Products,19.8,false,simple,0,,https://www.saq.com/media/catalog/product/1/3/13737853-1_1582145731.png,Malmesbury,,
2708,Italy,Piedmont,Denominazione di origine controllata e garantita (DOCG),Nebbiolo 100 %,14.5 %,,Red,750 ml,Giacosa Bruno &amp; C. SAS,LEnoteca di Moreno de Marchi,14074123,08033028340317,,14074123,Bruno Giacosa Falletto Barolo,Products,325,false,simple,0,,https://www.saq.com/media/catalog/product/1/4/14074123-1_1578550820.png,Barolo,,
2709,South Africa,"Western Cape, Cape South Coast",Wine of origin (WO),"Touriga Franca 52 %, Tinta barroca 28 %, Shiraz 20 %",13.5 %,1.8 g/L,Red,750 ml,Bruce Jack Wines,La Céleste Levure inc.,13998228,06009803763543,,13998228,Bruce Jack Over The Moon Overberg,Products,24.95,false,simple,0,,https://www.saq.com/media/catalog/product/1/3/13998228-1_1578548416.png,Overberg,,
2710,Italy,Piedmont,Denominazione di origine controllata e garantita (DOCG),Nebbiolo 100 %,14 %,,Red,750 ml,Azienda Agricola Brovia,Dame-Jeanne Inc,13929476,08032642861659,,13929476,Brovia Barolo Unio,Products,103.25,false,simple,0,,,Barolo,,
