Country,Region,Degree of alcohol,Color,Size,Producer,Promoting agent,SAQ code,UPC code,Product of Québec,productSku,productName,productCategory,productPrice,productInStock,productType,productAvgScore,image_link,productReviews,Classification,Special feature,Designation of origin,Regulated Designation,Grape variety,Sugar content
Italy,,30 %,Green,700 ml,Dealp SRL,Corporation Bella Vita International,12250963,08004889004007,,12250963,Distilleria Erboristica Alpina Genepy Don Gabet,Products,35,false,simple,0,https://www.saq.com/media/catalog/product/1/2/12250963-1_1580661911.png,,,,,,,
Canada,Ontario,35 %,Amber,375 ml,Dillons Small Batch Distiller,Société de Vins Fins Ltée.,13495428,00874618001526,,13495428,Dillon's Cherry Gin,Products,25.15,false,simple,5,https://www.saq.com/media/catalog/product/1/3/13495428-1_1578536712.png,1,,,,,,
Italy,,20 %,,700 ml,Fratelli Francoli SPA,Société Commerciale Clément,13914080,08003405006501,,13914080,Distillerie Francoli Fiorente Italian Elderflower Liqueur,Products,28.8,false,simple,0,https://www.saq.com/media/catalog/product/1/3/13914080-1_1578545708.png,,,,,,,
Canada,Quebec,45 %,,750 ml,Distillerie Mariana inc.,,13674021,06282501010106,Bottled in Québec,13674021,Distillerie Mariana Violette,Products,48.5,false,simple,5,https://www.saq.com/media/catalog/product/1/3/13674021-1_1578540318.png,1,,,,,,
France,Bourgogne,42.5 %,Amber,750 ml,Domaine Guy Roulot,Le Maitre de Chai (GB),11347077,08026080001098,,11347077,Domaine Guy Roulot Fine Bourgogne Hors d'âge,Products,141.25,false,simple,0,,,,,Eaux-de-vie Marc de Bourgogne,Appellation réglementée (AR),Chardonnay 100 %,
Italy,,17 %,Orange,750 ml,Dolce Cilento Meloncello,Importations BMT Inc,13064951,08018730003910,,13064951,Dolce Cilento Crema di Meloncello,Products,32.25,false,simple,0,https://www.saq.com/media/catalog/product/1/3/13064951-1_1581313215.png,,,,,,,
France,,40 %,,700 ml,Distillerie du Golfe,Robert Peides Inc.,13597820,03760264120018,,13597820,Distillerie du Golfe Gin H2B,Products,58.25,false,simple,0,https://www.saq.com/media/catalog/product/1/3/13597820-1_1578538816.png,,,,,,,
France,Sud-Ouest,40 %,Amber,700 ml,SCV Château du Tariquet,"Elixirs, Vins et Spiritueux Inc.",13761765,03359880411114,,13761765,Domaine Tariquet Bas Armagnac VSOP,Products,52.25,false,simple,0,https://www.saq.com/media/catalog/product/1/3/13761765-1_1578542123.png,0,,,Bas Armagnac,Appellation origine controlée (AOC),"Ugni blanc 60 %, Baco blanc 40 %",
Canada,Quebec,17 %,Beige,750 ml,Distillerie Mariana inc.,,13917766,06282501010588,Bottled in Québec,13917766,Distillerie Mariana Saint-Crème,Products,34.75,false,simple,0,https://www.saq.com/media/catalog/product/1/3/13917766-1_1578545719.png,0,,,,,,
Canada,Quebec,40 %,Amber,750 ml,Domaine Lafrance,"Elixirs, Vins et Spiritueux Inc.",14216911,00628242480789,Origine Québec,14216911,Domaine Lafrance Triple Malt,Products,118.25,false,simple,0,https://www.saq.com/media/catalog/product/1/4/14216911-1_1580352611.png,,,,,,,
Canada,Quebec,40 %,,750 ml,Distillerie du quai,Distillerie du Quai 9388-9764 Québec Inc,14620569,00852396017779,Made in Québec,14620569,Distillerie du Quai 1980 Gin de Bière,Products,49.5,false,simple,0,https://www.saq.com/media/catalog/product/1/4/14620569-1_1602602768.png,0,,,,,,
Canada,Quebec,17 %,Brown,1.14 L,Distillerie Mariana inc.,,14338336,06282501011714,Bottled in Québec,14338336,Distillerie Mariana Saint-Crème,Products,45.25,false,simple,5,https://www.saq.com/media/catalog/product/1/4/14338336-1_1578555020.png,1,,,,,,
France,,45 %,Golden,750 ml,Domaine des Hautes Glaces,À INACTIVER - Fournisseur du Nord Inc.,12361639,03770003841104,,12361639,Domaine des Hautes glaces Single Malt S11#01,Products,133.5,false,simple,0,,,Limited Edition,Organic product,,,,
France,Sud-Ouest,50.5 %,Amber,700 ml,SCV Château du Tariquet,"Elixirs, Vins et Spiritueux Inc.",14160099,03359888000143,,14160099,Domaine Tariquet,Products,69.75,false,simple,0,https://www.saq.com/media/catalog/product/1/4/14160099-1_1578552919.png,,Mention dâge,,Bas Armagnac,Appellation origine controlée (AOC),Folle blanche 100 %,
France,,28 %,Golden,750 ml,Heaven Hill Distilleries,Southern Glazers Wine,14214000,07935737627646,,14214000,Domaine de Canton Ginger Liquor,Products,48.5,false,simple,0,https://www.saq.com/media/catalog/product/1/4/14214000-1_1578554115.png,0,,,,,,
France,,46 %,Golden,700 ml,CELTIC WHISKY COMPAGNIE,Vin Conseil (Québec) Ltée.,13853459,03760178660013,,13853459,Distillerie Glan Ar Mor France Kornog Roch Hir,Products,136.5,false,simple,0,https://www.saq.com/media/catalog/product/1/3/13853459-1_1578543619.png,,Peated,,,,,
Lebanon,,53 %,White,750 ml,Domaine des Tourelles - Pierre L. Brun,Société Commerciale Clément,701714,05287000222006,,701714,Domaine des Tourelles Arak Brun,Products,45,false,simple,5,https://www.saq.com/media/catalog/product/7/0/701714-1_1580604019.png,2,,,,,,
Canada,Quebec,26 %,Amber,1.14 L,Distillerie Mariana inc.,,14338328,06282501011578,Bottled in Québec,14338328,Distillerie Mariana Avril,Products,40.25,false,simple,5,https://www.saq.com/media/catalog/product/1/4/14338328-1_1578555020.png,1,,,,,,
Mexico,,40 %,Golden,700 ml,Distillerie Longueteau,Mark Anthony Brands Ltd,13519821,03263280103640,,13519821,Distillerie Longueteau Agavita Anejo,Products,61.25,false,simple,0,,,Aged (reposado ou dorado),,,,,
Canada,"Quebec, Montérégie",40 %,,750 ml,Domaine Lafrance,"Elixirs, Vins et Spiritueux Inc.",12574298,00841125076088,Made in Québec,12574298,Domaine Lafrance Amarok,Products,40,false,simple,0,https://www.saq.com/media/catalog/product/1/2/12574298-1_1578346818.png,,,,,,,
Canada,Quebec,40 %,Pink,750 ml,Distillerie le Pirate du Nord,,14421800,00627843869191,Made in Québec,14421800,Distillerie le Pirate du Nord Bootlegger Botanique #7,Products,46.75,false,simple,0,https://www.saq.com/media/catalog/product/1/4/14421800-1_1606406166.png,0,,,,,,
France,,45 %,,700 ml,Domaine Valentin Zusslin,(Bacchus 76) 8358656 Canada Inc.,14143985,03480430150266,,14143985,Domaine Valentin Zusslin Eau-de-Vie de Framboise,Products,109.75,false,simple,0,https://www.saq.com/media/catalog/product/1/4/14143985-1_1578552617.png,,,Organic product,,,,
Canada,Quebec,25 %,Russet,750 ml,Distillerie du Fjord,,14128777,00627843748304,Made in Québec,14128777,Distillerie du Fjord Lily,Products,35.25,false,simple,0,https://www.saq.com/media/catalog/product/1/4/14128777-1_1578552313.png,0,,,,,,
Canada,Quebec,20 %,Brown,750 ml,Domaine Labranche,,13198693,00628110292049,Origine Québec,13198693,Domaine Labranche Fortifié d'Érable,Products,30.5,false,simple,0,https://www.saq.com/media/catalog/product/1/3/13198693-1_1581315622.png,,,,,,,110 g/L
Canada,Quebec,40 %,,750 ml,Distillerie du quai,Tanium Vins et Spiritueux inc.,14682583,00852396188882,,14682583,Distillerie du Quai Sophia,Products,47,false,simple,0,,0,,,,,,
Canada,Quebec,25 %,White,750 ml,Distillerie du Fjord,Tanium Vins et Spiritueux inc.,14682997,00627843748311,Bottled in Québec,14682997,Distillerie du Fjord Lily,Products,35.25,false,simple,0,https://www.saq.com/media/catalog/product/1/4/14682997-1_1606768840.png,0,,,,,,
Puerto Rico,,40 %,Amber,750 ml,Serralles USA inc,Southern Glazers Wine,12668497,00082301937568,,12668497,Don Q Gran Anejo,Products,70.5,false,simple,0,https://www.saq.com/media/catalog/product/1/2/12668497-1_1578360618.png,,Mention dâge,,,,,
United States,Washington,44 %,Amber,750 ml,Dry Fly Distilling,Corporation Bella Vita International,12551803,00850548004103,,12551803,Dry Fly Straight Triticale Whiskey,Products,92,false,simple,0,,,,,,,,
China,,50 %,White,460 ml,Ruyang Dukang Winery Co. Ltd,,13257294,06947329415648,,13257294,Dukang Mianrou 3 Xing,Products,30.5,false,simple,0,https://www.saq.com/media/catalog/product/1/3/13257294-1_1578443409.png,,,,,,,
United Kingdom,"Scotland, Islay",48.4 %,Amber,700 ml,Douglas Laing &amp; Co. Ltd,Corporation Bella Vita International,14542644,05014218813913,,14542644,Douglas Laing Old Particular Caol Ila 14 Years Islay Single Cask Unpeated,Products,189.25,false,simple,0,,,Single Cask,,,,,
United Kingdom,"Scotland, Islay",56.2 %,Brown,700 ml,Douglas Laing &amp; Co. Ltd,Corporation Bella Vita International,13909133,05014218807257,,13909133,Douglas Lain's XOP Bowmore 21 Years Old Natural Cask Strength Single Malt Scotch Whisky,Products,612.75,false,simple,0,https://www.saq.com/media/catalog/product/1/3/13909133-1_1578545412.png,,21 ans,,,,,
Canada,Quebec,21 %,Beige,750 ml,Sazerac Company Inc.,Charton Hobbs Inc,13066412,00088004009731,Bottled in Québec,13066412,Dr McGillicuddy Apple Pie,Products,20.95,false,simple,0,https://www.saq.com/media/catalog/product/1/3/13066412-1_1581313216.png,0,,,,,,
Puerto Rico,,40 %,,750 ml,Serralles USA inc,Southern Glazers Wine,13261701,00082301750020,,13261701,Don Q Cristal,Products,28.4,false,simple,0,https://www.saq.com/media/catalog/product/1/3/13261701-1_1578443412.png,,Mention dâge,,,,,
United Kingdom,"Scotland, Highlands",46.8 %,Amber,700 ml,Douglas Laing &amp; Co. Ltd,Corporation Bella Vita International,14381772,05014218811599,,14381772,Douglas Laing Timorous Beastie Limited Edition 25 Years Old Highland Blended Malt Scotch Whisky,Products,318.5,false,simple,0,,,Cask Strenght,,,,,
United Kingdom,"Scotland, Highlands",46.8 %,Amber,700 ml,Douglas Laing &amp; Co. Ltd,Corporation Bella Vita International,14235476,05014218810929,,14235476,Douglas Laing's Rock Island 21 Years Old Special Edition Blended Malt Scotch Whisky,Products,190.75,false,simple,0,,,21 ans,,,,,
United States,Washington,40 %,,750 ml,Dry Fly Distilling,Corporation Bella Vita International,11991161,00850548004004,,11991161,Dry Fly Washington Wheat,Products,50.25,false,simple,0,https://www.saq.com/media/catalog/product/1/1/11991161-1_1580630712.png,,,,,,,
Canada,Quebec,21 %,Brown,750 ml,Sazerac Company Inc.,Charton Hobbs Inc,13409964,00088004009601,Bottled in Québec,13409964,Dr. McGillicuddy Root Beer,Products,20.95,false,simple,0,https://www.saq.com/media/catalog/product/1/3/13409964-1_1587052229.png,0,,,,,,
United Kingdom,"Scotland, Islay",52.9 %,Amber,750 ml,Douglas Laing &amp; Co. Ltd,Corporation Bella Vita International,14221795,05014218815771,,14221795,Douglas Laing Big Peat Christmas Edition Cask Strenght Islay Blended Malt Scotch Whisky,Products,91.75,false,simple,0,https://www.saq.com/media/catalog/product/1/4/14221795-1_1606406166.png,,,,,,,
Mexico,,38 %,Amber,750 ml,Tequila Don Julio S.A. de CV,Diageo Canada Inc.,13740657,00674545000865,,13740657,Don Julio Anejo,Products,95,false,simple,0,https://www.saq.com/media/catalog/product/1/3/13740657-1_1578541819.png,,,,,,,
Puerto Rico,,40 %,Amber,750 ml,Serralles USA inc,Southern Glazers Wine,12880236,00082301755506,,12880236,Don Q Anejo,Products,35.25,false,simple,0,https://www.saq.com/media/catalog/product/1/2/12880236-1_1578412813.png,,Mention dâge,,,,,
Germany,,38 %,,700 ml,Berentzen Distillers,Société Commerciale Clément,11728321,04013600011112,,11728321,Doornkaat Schnapps,Products,25.75,false,simple,0,https://www.saq.com/media/catalog/product/1/1/11728321-1_1580626226.png,,,,,,,
Ireland,,43 %,,750 ml,The Shed Distillery,Société Commerciale Clément,14005072,00086785012346,,14005072,Drumshanbo Gunpowder,Products,50,false,simple,0,https://www.saq.com/media/catalog/product/1/4/14005072-1_1578548711.png,0,London dry gin,,,,,
United Kingdom,"Scotland, Lowlands",46.2 %,Amber,700 ml,Douglas Laing &amp; Co. Ltd,Corporation Bella Vita International,13188604,05014218797732,,13188604,Douglas Laing The Epicurean Lowland Blended,Products,71,false,simple,0,https://www.saq.com/media/catalog/product/1/3/13188604-1_1581315321.png,,,,,,,
United States,Washington,50.5 %,Amber,750 ml,Dry Fly Distilling,Corporation Bella Vita International,12551846,00850548004110,,12551846,Dry Fly Straight Washington Bourbon 101,Products,123,false,simple,0,,,,,,,,
United States,Washington,60 %,Amber,750 ml,Dry Fly Distilling,Corporation Bella Vita International,12551838,00850548004172,,12551838,Dry Fly Straight Cask Wheat Whiskey,Products,117,false,simple,0,,,Cask Strenght,,,,,
United Kingdom,"Scotland, Islay",55.6 %,Amber,700 ml,Douglas Laing &amp; Co. Ltd,Corporation Bella Vita International,13553317,05014218800524,,13553317,Douglas Laing Port Ellen 33 ans Single Cask Scotch Whisky,Products,3737.25,false,simple,0,,,Single Cask,,,,,
France,,45 %,,700 ml,Domaine Valentin Zusslin,(Bacchus 76) 8358656 Canada Inc.,14143969,03480430150181,,14143969,Domaine Valentin Zusslin Mirabelle d'Alsace,Products,105.25,false,simple,0,https://www.saq.com/media/catalog/product/1/4/14143969-1_1578552617.png,,,Organic product,,,,
United Kingdom,"Scotland, Islay",56.8 %,Amber,700 ml,Douglas Laing &amp; Co. Ltd,Corporation Bella Vita International,13833108,05014218806625,,13833108,Douglas Laing Xtra old Particular 18 years old Single Cask Scotch Single Malt Cask Strength,Products,687,false,simple,0,,,Single Cask,,,,,
United Kingdom,"Scotland, Highlands",46 %,Amber,700 ml,Edradour Distillery,Corporation Bella Vita International,14103617,05021944092161,,14103617,Edradour Ballechin 8 Years Double Cask Scotch Whisky,Products,110.75,false,simple,0,https://www.saq.com/media/catalog/product/1/4/14103617-1_1582736705.png,,Peated,,,,,
Japan,,40 %,,700 ml,BBC vins et spiritueux,"Elixirs, Vins et Spiritueux Inc.",13854806,04971980260516,,13854806,EIKO vodka japonaise,Products,71,false,simple,0,https://www.saq.com/media/catalog/product/1/3/13854806-1_1578543622.png,,,,,,,
Guyana,,16.5 %,Brown,750 ml,Demerara Distillers Ltd.,Les Vins Horizon Inc.,11541769,05014396002154,,11541769,El Dorado Rum Cream,Products,28.25,false,simple,0,https://www.saq.com/media/catalog/product/1/1/11541769-1_1580622622.png,0,,,,,,
United Kingdom,England,40 %,White,700 ml,East London Liquor Company Ltd.,Corporation Bella Vita International,13352806,05060403210005,,13352806,East London Dry Gin,Products,41.5,false,simple,0,https://www.saq.com/media/catalog/product/1/3/13352806-1_1578534615.png,,London dry gin,,,London dry gin,,
Guyana,,16.5 %,Brown,750 ml,Demerara Distillers Ltd.,Les Vins Horizon Inc.,14229033,05014396303596,,14229033,El Dorado Butter Pecan,Products,27.9,false,simple,0,,,,,,,,
Guyana,,40 %,Brown,375 ml,Demerara Distillers Ltd.,Les Vins Horizon Inc.,13144716,05014396111139,,13144716,El Dorado Dark Superior Demerara,Products,13.05,false,simple,0,https://www.saq.com/media/catalog/product/1/3/13144716-1_1581314730.png,,,,,,,
Guyana,,40 %,Amber,750 ml,Demerara Distillers Ltd.,Les Vins Horizon Inc.,11923011,05014396000525,,11923011,El Dorado 21 ans,Products,107,false,simple,0,https://www.saq.com/media/catalog/product/1/1/11923011-1_1580629516.png,0,,,,,,
Ireland,,46 %,Golden,750 ml,Intrepid Spirits Limited,"Elixirs, Vins et Spiritueux Inc.",13859324,05392000114272,,13859324,Egans Vintage Trippled Distilled Single Grain Irish Whisky,Products,66.75,false,simple,0,https://www.saq.com/media/catalog/product/1/3/13859324-1_1578543918.png,,Trippled Distilled,,,,,
Mexico,Jalisco,40 %,Amber,1.14 L,Casa Herradura,Peter Mielzynski Agencies Limited,12783911,00744607002639,,12783911,El Jimador Reposado,Products,47,false,simple,0,https://www.saq.com/media/catalog/product/1/2/12783911-1_1578410113.png,,,,,,,
United Kingdom,,20 %,Yellow,500 ml,The Spencerfield Spirit Company Ltd.,Société de Vins Fins Ltée.,13409972,05060232070245,,13409972,Edinburgh Gins Elderflower,Products,36,false,simple,0,https://www.saq.com/media/catalog/product/1/3/13409972-1_1578535511.png,,,,,,,
United Kingdom,"Scotland, Highlands",58.8 %,Amber,500 ml,Edradour Distillery,,13337876,05021944107599,,13337876,Edradour 10 Years Old Straight From The Cask Sherry Single Malt,Products,161.75,false,simple,0,https://www.saq.com/media/catalog/product/1/3/13337876-1_1578534324.png,,Sherrywood,,,,,
Mexico,Guanajuato,48 %,White,750 ml,Agave de Cortes,Corporation Bella Vita International,13856131,07503011641246,,13856131,El Jolgorio Mezcal Cuixe,Products,207.5,false,simple,0,https://www.saq.com/media/catalog/product/1/3/13856131-1_1578543625.png,,,,Tequila,Dénomination dorigine (DO),,
Guyana,,40 %,Brown,1.125 L,Demerara Distillers Ltd.,Les Vins Horizon Inc.,13766232,05014396303800,,13766232,El Dorado Gift Pack The Collection,Products,116.25,false,simple,0,,,,,,,,
Guyana,,40 %,Brown,750 ml,Demerara Distillers Ltd.,Les Vins Horizon Inc.,11952533,05014396300694,,11952533,El Dorado Port Mourant Single Still,Products,90,false,simple,0,https://www.saq.com/media/catalog/product/1/1/11952533-1_1580629824.png,,,,,,,
United Kingdom,England,43 %,Pink,700 ml,London Distillers,Authentic Vins et Spiritueux inc,13826469,05060368730020,,13826469,Edgerton Pink London dry gin,Products,46.75,false,simple,0,https://www.saq.com/media/catalog/product/1/3/13826469-1_1578543011.png,0,London dry gin,,Plymouth gin,Protected geographical indication (PGI),,
United Kingdom,"Scotland, Highlands",46 %,Amber,700 ml,Edradour Distillery,Corporation Bella Vita International,13337817,05021944081219,,13337817,Edradour Caledonia 12 Years Old Unchilfiltere,Products,128,false,simple,5,https://www.saq.com/media/catalog/product/1/3/13337817-1_1578534321.png,1,12 ans,,,,,
Ireland,,47 %,Golden,750 ml,Intrepid Spirits Limited,"Elixirs, Vins et Spiritueux Inc.",13856203,05392000114210,,13856203,Egans 10yr Single Malt Irish Whisky,Products,84,false,simple,0,https://www.saq.com/media/catalog/product/1/3/13856203-1_1578543626.png,,10 ans,,,,,
Guyana,,40 %,Brown,750 ml,Demerara Distillers Ltd.,Les Vins Horizon Inc.,13555267,05014396303671,,13555267,El Dorado Special editions Master Blend,Products,60.5,false,simple,0,https://www.saq.com/media/catalog/product/1/3/13555267-1_1578537322.png,,,,,,,
Turkey,,45 %,White,700 ml,Efe Alkollu Iceekler Tic,VinatoVin Inc.,12676825,08682392502946,,12676825,Efe Fresh Grapes Raki,Products,33.5,false,simple,0,https://www.saq.com/media/catalog/product/1/2/12676825-1_1578360918.png,,,,,,,
United Kingdom,"Scotland, Highlands",40 %,Amber,700 ml,Edradour Distillery,Corporation Bella Vita International,13337825,05010739261981,,13337825,Edradour10 Years Scotch Single Malt,Products,95.25,false,simple,0,https://www.saq.com/media/catalog/product/1/3/13337825-1_1578534322.png,,10 ans,,,,,
United Kingdom,Scotland,43 %,,700 ml,The Spencerfield Spirit Company Ltd.,Société de Vins Fins Ltée.,12519803,05060232070009,,12519803,Edinburgh,Products,46.5,false,simple,0,https://www.saq.com/media/catalog/product/1/2/12519803-1_1578345013.png,,,,,London dry gin,,
Mexico,Jalisco,40 %,,750 ml,Casa Herradura,Peter Mielzynski Agencies Limited,14019837,00744607068208,,14019837,El Jimador 100% Agave Blanco,Products,33.75,false,simple,0,https://www.saq.com/media/catalog/product/1/4/14019837-1_1578549311.png,,Silver (blanco ou plata),,Tequila,Dénomination dorigine (DO),,
